,gram_count,document_count,Average_freq
see for,4,2,2.0
for a,46,6,7.666666666666667
a related,4,2,2.0
related solution,2,2,1.0
solution other,2,2,1.0
other versions,2,2,1.0
versions of,3,3,1.0
of this,31,5,6.2
this approach,10,4,2.5
approach have,2,2,1.0
have used,5,3,1.6666666666666667
used dbscan,2,2,1.0
dbscan a,2,2,1.0
a based,3,2,1.5
based clustering,2,2,1.0
clustering algorithm,5,3,1.6666666666666667
algorithm to,11,6,1.8333333333333333
to identify,9,4,2.25
identify safe,2,2,1.0
safe regions,2,2,1.0
regions or,2,2,1.0
or use,2,2,1.0
use representative,2,2,1.0
representative points,2,2,1.0
points within,3,3,1.0
within to,1,1,1.0
smote some,2,2,1.0
some methods,2,2,1.0
methods project,2,2,1.0
project the,2,2,1.0
class into,4,2,2.0
into a,11,4,2.75
a lower,4,2,2.0
lower dimension,4,2,2.0
dimension before,2,2,1.0
before applying,2,2,1.0
applying smote,5,3,1.6666666666666667
smote to,4,2,2.0
the clusters,3,3,1.0
clusters found,2,2,1.0
found for,4,2,2.0
instance somo,2,2,1.0
somo uses,2,2,1.0
uses a,13,4,3.25
a map,2,2,1.0
map to,2,2,1.0
to transform,2,2,1.0
transform datasets,2,2,1.0
datasets into,2,2,1.0
a space,2,2,1.0
space and,8,3,2.6666666666666665
and uses,2,2,1.0
a embedding,2,2,1.0
embedding algorithm,2,2,1.0
to project,2,2,1.0
project into,2,2,1.0
dimension where,2,2,1.0
where the,17,6,2.8333333333333335
the datasets,28,4,7.0
are more,14,5,2.8
more separable,2,2,1.0
separable still,2,2,1.0
still others,2,2,1.0
others such,2,2,1.0
as and,2,2,1.0
and adasyn,13,3,4.333333333333333
adasyn explore,2,2,1.0
explore different,2,2,1.0
different ways,5,3,1.6666666666666667
ways to,2,2,1.0
identify regions,2,2,1.0
regions within,2,2,1.0
generate minority,2,2,1.0
instances defines,2,2,1.0
defines a,2,2,1.0
a geometric,2,2,1.0
geometric region,2,2,1.0
region around,2,2,1.0
around each,2,2,1.0
each minority,27,3,9.0
class instance,3,3,1.0
instance for,3,2,1.5
for generating,13,3,4.333333333333333
generating synthetic,10,4,2.5
datapoints adasyn,2,2,1.0
adasyn proposed,2,2,1.0
proposed by,5,3,1.6666666666666667
by he,2,2,1.0
he et,2,2,1.0
et al,41,4,10.25
al generates,2,2,1.0
generates minority,2,2,1.0
instances according,3,3,1.0
according to,29,5,5.8
to their,13,4,3.25
their generating,1,1,1.0
generating more,2,2,1.0
more synthetic,9,3,3.0
synthetic data,33,5,6.6
data from,2,2,1.0
from minority,2,2,1.0
instances that,19,3,6.333333333333333
are harder,2,2,1.0
harder to,2,2,1.0
to learn,8,5,1.6
learn compared,2,2,1.0
compared to,17,6,2.8333333333333335
to minority,11,6,1.8333333333333333
are easier,4,2,2.0
easier to,4,2,2.0
learn where,2,2,1.0
where is,3,3,1.0
is related,5,4,1.25
related to,26,6,4.333333333333333
the number,67,6,11.166666666666666
of temraz,2,2,1.0
augmentation instances,4,2,2.0
the neighbors,9,4,2.25
neighbors that,3,3,1.0
that belong,3,3,1.0
belong to,8,5,1.6
class however,5,3,1.6666666666666667
however these,2,2,1.0
these solutions,2,2,1.0
solutions owe,2,2,1.0
owe a,2,2,1.0
a lot,5,3,1.6666666666666667
lot to,4,2,2.0
to another,5,3,1.6666666666666667
another key,2,2,1.0
key insight,2,2,1.0
insight namely,2,2,1.0
namely that,4,2,2.0
that regions,2,2,1.0
regions close,4,2,2.0
class boundary,7,4,1.75
boundary are,4,2,2.0
are particularly,4,2,2.0
particularly important,4,2,2.0
important for,3,3,1.0
instance generation,6,2,3.0
generation smote,3,2,1.5
smote on,4,3,1.3333333333333333
the borderline,8,3,2.6666666666666665
borderline the,2,2,1.0
the idea,9,5,1.8
idea that,5,3,1.6666666666666667
that different,2,2,1.0
different regions,2,2,1.0
dataset need,2,2,1.0
be differently,1,1,1.0
differently owes,2,2,1.0
owes a,2,2,1.0
intuition that,2,2,1.0
that minority,2,2,1.0
instances close,4,2,2.0
the decision,39,4,9.75
decision boundary,44,4,11.0
boundary of,3,3,1.0
classifier are,2,2,1.0
important to,7,4,1.75
to successful,2,2,1.0
successful classification,1,1,1.0
classification so,1,1,1.0
so generating,2,2,1.0
generating minority,4,2,2.0
minority in,2,2,1.0
this boundary,2,2,1.0
boundary region,4,3,1.3333333333333333
region should,2,2,1.0
should help,2,2,1.0
help performance,2,2,1.0
performance more,2,2,1.0
more proposed,2,2,1.0
by han,2,2,1.0
han et,3,3,1.0
al realized,2,2,1.0
realized this,2,2,1.0
this idea,6,4,1.5
idea by,2,2,1.0
creating instances,2,2,1.0
using only,3,3,1.0
only minority,2,2,1.0
are close,4,2,2.0
boundary so,4,2,2.0
so again,4,2,2.0
again assume,2,2,1.0
is 𝑋,2,2,1.0
𝑋 and,4,2,2.0
the whole,6,4,1.5
whole training,2,2,1.0
training set,20,4,5.0
set is,9,5,1.8
in for,3,3,1.0
for every,4,2,2.0
every minority,3,3,1.0
𝑝 in,4,2,2.0
𝑃 the,2,2,1.0
the method,20,5,4.0
method calculates,2,2,1.0
calculates its,2,2,1.0
its 𝑚,2,2,1.0
neighbors from,6,4,1.5
set it,2,2,1.0
it should,10,3,3.3333333333333335
should be,30,6,5.0
be noted,8,3,2.6666666666666665
noted that,12,4,3.0
of majority,25,6,4.166666666666667
majority instances,18,2,9.0
instances among,2,2,1.0
the 𝑚,4,2,2.0
neighbors is,5,3,1.6666666666666667
is called,3,3,1.0
called as,2,2,1.0
as 𝑚,2,2,1.0
𝑚 in,2,2,1.0
in step,5,3,1.6666666666666667
step if,4,2,2.0
if all,2,2,1.0
all the,46,6,7.666666666666667
𝑝 are,4,2,2.0
are majority,2,2,1.0
instances 𝑝,1,1,1.0
𝑝 is,12,2,6.0
is considered,4,3,1.3333333333333333
considered as,3,3,1.0
as noise,3,3,1.0
noise and,5,4,1.25
and is,7,4,1.75
is not,36,6,6.0
not used,4,2,2.0
used in,22,5,4.4
the next,16,4,4.0
next step,3,3,1.0
if the,22,6,3.6666666666666665
the set,20,5,4.0
set of,37,6,6.166666666666667
𝑝 s,2,2,1.0
s majority,2,2,1.0
majority nearest,2,2,1.0
is larger,2,2,1.0
larger than,2,2,1.0
than that,2,2,1.0
that of,15,4,3.75
of its,10,4,2.5
minority ones,3,3,1.0
ones 𝑚,2,2,1.0
𝑚 𝑝,4,2,2.0
𝑝 will,2,2,1.0
will be,41,5,8.2
be easily,3,3,1.0
easily and,1,1,1.0
and put,2,2,1.0
put into,2,2,1.0
a danger,2,2,1.0
danger set,6,2,3.0
set if,2,2,1.0
if then,1,1,1.0
then 𝑝,2,2,1.0
is safe,2,2,1.0
safe and,2,2,1.0
and does,5,3,1.6666666666666667
does not,35,6,5.833333333333333
not participate,2,2,1.0
participate in,2,2,1.0
the subsequent,2,2,1.0
subsequent steps,2,2,1.0
steps this,2,2,1.0
this danger,2,2,1.0
set contains,2,2,1.0
contains the,2,2,1.0
borderline instances,2,2,1.0
instances of,3,3,1.0
class finally,2,2,1.0
finally for,4,2,2.0
for each,75,6,12.5
each instance,3,2,1.5
the danger,2,2,1.0
set the,2,2,1.0
from 𝑃,2,2,1.0
𝑃 are,2,2,1.0
are found,3,3,1.0
found and,8,2,4.0
the steps,2,2,1.0
steps from,2,2,1.0
method are,2,2,1.0
are applied,2,2,1.0
to them,3,3,1.0
them to,9,4,2.25
generate synthetic,17,5,3.4
class this,8,3,2.6666666666666665
this insight,2,2,1.0
insight about,2,2,1.0
about the,10,3,3.3333333333333335
the boundary,14,4,3.5
boundary regions,4,2,2.0
regions has,2,2,1.0
been exploited,2,2,1.0
exploited in,2,2,1.0
in different,7,5,1.4
for example,20,5,4.0
example uses,2,2,1.0
uses an,2,2,1.0
an svm,2,2,1.0
svm to,2,2,1.0
to approximate,3,3,1.0
approximate the,3,3,1.0
decision and,1,1,1.0
then generates,2,2,1.0
generates new,2,2,1.0
data along,2,2,1.0
along the,6,4,1.5
the lines,2,2,1.0
lines joining,2,2,1.0
joining each,2,2,1.0
each temraz,2,2,1.0
augmentation with,2,2,1.0
with its,3,3,1.0
its nearest,7,4,1.75
neighbors using,2,2,1.0
using interpolation,2,2,1.0
interpolation or,2,2,1.0
or extrapolation,2,2,1.0
extrapolation techniques,2,2,1.0
techniques in,7,3,2.3333333333333335
in a,43,6,7.166666666666667
a similar,3,3,1.0
similar vein,1,1,1.0
vein divides,1,1,1.0
divides minority,2,2,1.0
into three,4,4,1.0
three groups,2,2,1.0
groups security,2,2,1.0
security instances,2,2,1.0
instances border,2,2,1.0
border instances,2,2,1.0
instances and,7,2,3.5
and latent,2,2,1.0
latent noise,2,2,1.0
noise instances,2,2,1.0
then treats,2,2,1.0
treats these,2,2,1.0
these groups,3,3,1.0
groups differently,2,2,1.0
differently when,2,2,1.0
when generating,2,2,1.0
generating instances,2,2,1.0
instances other,2,2,1.0
other variants,2,2,1.0
variants in,2,2,1.0
this vein,2,2,1.0
vein adjust,2,2,1.0
adjust the,2,2,1.0
the sampling,9,5,1.8
sampling rate,2,2,1.0
rate for,2,2,1.0
for some,6,3,2.0
instances those,2,2,1.0
those close,2,2,1.0
boundary to,4,3,1.3333333333333333
to improve,17,5,3.4
improve these,2,2,1.0
methods further,2,2,1.0
further see,2,2,1.0
see and,4,2,2.0
this use,2,2,1.0
of boundary,2,2,1.0
class also,2,2,1.0
also raises,2,2,1.0
raises questions,2,2,1.0
questions about,2,2,1.0
the relationship,9,3,3.0
relationship of,2,2,1.0
instances to,8,3,2.6666666666666665
instances leading,2,2,1.0
leading to,3,3,1.0
a third,4,2,2.0
third insight,2,2,1.0
insight underlying,2,2,1.0
underlying smote,2,2,1.0
variants namely,2,2,1.0
that oversampling,2,2,1.0
oversampling in,12,3,4.0
class can,8,3,2.6666666666666665
be by,2,2,1.0
by considering,4,4,1.0
considering the,6,4,1.5
class using,14,3,4.666666666666667
class a,3,3,1.0
third important,2,2,1.0
important insight,2,2,1.0
insight in,2,2,1.0
this research,2,2,1.0
research area,2,2,1.0
area which,2,2,1.0
which becomes,2,2,1.0
becomes more,2,2,1.0
more apparent,2,2,1.0
apparent when,2,2,1.0
when borderlines,2,2,1.0
borderlines are,2,2,1.0
are explored,2,2,1.0
explored is,2,2,1.0
relationship between,7,3,2.3333333333333335
can also,8,5,1.6
also help,2,2,1.0
help guide,2,2,1.0
smote earlier,2,2,1.0
earlier we,2,2,1.0
we saw,4,2,2.0
saw that,2,2,1.0
that does,2,2,1.0
not interpolate,2,2,1.0
interpolate instances,2,2,1.0
instances when,2,2,1.0
when the,17,5,3.4
neighbors show,2,2,1.0
show a,2,2,1.0
a preponderance,2,2,1.0
preponderance of,2,2,1.0
majority see,1,1,1.0
see also,2,2,1.0
also adysyn,2,2,1.0
adysyn this,2,2,1.0
this is,30,6,5.0
one way,2,2,1.0
way to,5,4,1.25
to take,4,4,1.0
take the,7,3,2.3333333333333335
into account,8,4,2.0
account other,2,2,1.0
other explore,1,1,1.0
explore the,4,3,1.3333333333333333
between classes,3,3,1.0
to undersample,2,2,1.0
using techniques,3,3,1.0
techniques or,2,2,1.0
or to,2,2,1.0
guide the,4,2,2.0
the oversampling,7,3,2.3333333333333335
oversampling of,2,2,1.0
instance finds,1,1,1.0
finds pairs,2,2,1.0
pairs of,5,3,1.6666666666666667
instances between,2,2,1.0
minority and,11,3,3.6666666666666665
and majority,17,4,4.25
majority classes,5,3,1.6666666666666667
classes that,8,2,4.0
are very,4,4,1.0
very similar,5,3,1.6666666666666667
similar low,2,2,1.0
low euclidean,2,2,1.0
euclidean distance,16,3,5.333333333333333
distance a,3,3,1.0
a tomek,4,3,1.3333333333333333
tomek link,7,3,2.3333333333333335
link and,2,2,1.0
then removes,2,2,1.0
removes the,2,2,1.0
majority instance,8,2,4.0
the pair,6,2,3.0
pair by,2,2,1.0
by removing,2,2,1.0
removing these,2,2,1.0
these and,2,2,1.0
and applying,2,2,1.0
it attempts,2,2,1.0
attempts to,3,3,1.0
the classes,16,6,2.6666666666666665
classes uses,2,2,1.0
related approach,2,2,1.0
approach involving,2,2,1.0
involving the,3,3,1.0
the edited,2,2,1.0
edited nearest,4,4,1.0
nearest neighbour,6,2,3.0
neighbour method,2,2,1.0
method other,2,2,1.0
other methods,12,4,3.0
methods and,4,4,1.0
and swim,2,2,1.0
swim perform,2,2,1.0
perform explicit,2,2,1.0
explicit analyses,2,2,1.0
analyses of,4,2,2.0
and use,6,4,1.5
use this,2,2,1.0
this analysis,2,2,1.0
analysis to,2,2,1.0
generation does,1,1,1.0
does this,3,3,1.0
this by,2,2,1.0
by computing,2,2,1.0
computing a,2,2,1.0
a score,3,3,1.0
score for,4,2,2.0
instance where,2,2,1.0
where safety,2,2,1.0
safety is,2,2,1.0
is based,5,4,1.25
the frequency,3,3,1.0
frequency of,3,3,1.0
the neighbours,9,3,3.0
neighbours and,3,3,1.0
and a,22,5,4.4
a temraz,2,2,1.0
augmentation ratio,2,2,1.0
ratio based,2,2,1.0
the score,4,3,1.3333333333333333
score of,2,2,1.0
of a,41,6,6.833333333333333
instance over,2,2,1.0
over that,2,2,1.0
its neighbours,4,3,1.3333333333333333
neighbours s,1,1,1.0
s finer,2,2,1.0
finer analysis,2,2,1.0
analysis of,16,6,2.6666666666666665
between majority,7,3,2.3333333333333335
minority has,2,2,1.0
been shown,9,3,3.0
shown to,9,4,2.25
to performance,4,3,1.3333333333333333
performance over,4,4,1.0
over sampling,3,3,1.0
sampling with,2,2,1.0
majority swim,2,2,1.0
swim adopt,2,2,1.0
adopt a,2,2,1.0
a different,9,5,1.8
approach leveraging,2,2,1.0
leveraging information,2,2,1.0
information about,7,3,2.3333333333333335
the density,4,3,1.3333333333333333
density of,2,2,1.0
the mahalanobis,2,2,1.0
mahalanobis distances,1,1,1.0
distances requiring,1,1,1.0
requiring generated,2,2,1.0
generated minority,2,2,1.0
to have,4,2,2.0
have similar,2,2,1.0
similar distances,2,2,1.0
distances to,2,2,1.0
their minority,2,2,1.0
minority seeds,2,2,1.0
seeds so,2,2,1.0
so swim,2,2,1.0
swim essentially,2,2,1.0
essentially analyses,2,2,1.0
analyses the,4,3,1.3333333333333333
the topology,4,2,2.0
topology of,4,2,2.0
the generation,10,4,2.5
instances see,2,2,1.0
and for,14,5,2.8
for related,2,2,1.0
related finally,1,1,1.0
finally is,2,2,1.0
is another,6,4,1.5
another method,3,3,1.0
that takes,5,3,1.6666666666666667
takes similarities,2,2,1.0
similarities to,2,2,1.0
to majority,4,2,2.0
majority into,1,1,1.0
account in,2,2,1.0
in computing,4,2,2.0
computing rough,2,2,1.0
rough sets,4,2,2.0
sets over,2,2,1.0
over the,16,5,3.2
class after,2,2,1.0
after smote,2,2,1.0
generate additional,2,2,1.0
additional minority,2,2,1.0
instances this,3,3,1.0
method acts,2,2,1.0
acts like,2,2,1.0
like a,4,2,2.0
a step,4,2,2.0
step to,2,2,1.0
to generated,1,1,1.0
generated instances,2,2,1.0
that might,2,2,1.0
might be,7,5,1.4
be noise,2,2,1.0
noise many,2,2,1.0
methods improve,2,2,1.0
on s,3,3,1.0
performance and,4,4,1.0
and as,4,2,2.0
as such,8,3,2.6666666666666665
such show,2,2,1.0
that paying,2,2,1.0
paying more,2,2,1.0
more attention,4,4,1.0
attention to,4,4,1.0
can play,2,2,1.0
play a,5,3,1.6666666666666667
a key,4,2,2.0
key role,2,2,1.0
role in,5,3,1.6666666666666667
in instance,2,2,1.0
generation in,6,3,2.0
class we,3,3,1.0
we will,17,3,5.666666666666667
will see,2,2,1.0
see later,2,2,1.0
later that,2,2,1.0
that while,3,3,1.0
while the,5,4,1.25
current counterfactual,2,2,1.0
methods reflect,2,2,1.0
reflect these,2,2,1.0
these three,2,2,1.0
about out,2,2,1.0
out to,2,2,1.0
on smote,3,3,1.0
smote it,2,2,1.0
is quite,6,2,3.0
quite different,6,2,3.0
different from,7,4,1.75
from all,2,2,1.0
all of,18,5,3.6
the above,2,2,1.0
above methods,2,2,1.0
in how,2,2,1.0
it operates,2,2,1.0
operates see,2,2,1.0
section but,2,2,1.0
but before,2,2,1.0
before considering,2,2,1.0
considering this,2,2,1.0
method in,8,6,1.3333333333333333
in detail,5,4,1.25
detail we,2,2,1.0
we first,2,2,1.0
first briefly,2,2,1.0
briefly review,2,2,1.0
review how,2,2,1.0
it has,11,4,2.75
has emerged,2,2,1.0
emerged in,2,2,1.0
in xai,22,2,11.0
xai counterfactual,8,2,4.0
counterfactual generation,4,2,2.0
xai in,2,2,1.0
we deploy,2,2,1.0
deploy a,2,2,1.0
method to,22,5,4.4
instances counterfactual,2,2,1.0
been developed,5,3,1.6666666666666667
generate examples,2,2,1.0
examples to,4,3,1.3333333333333333
to explain,3,3,1.0
explain the,2,2,1.0
the predictions,3,3,1.0
predictions of,3,3,1.0
of ml,2,2,1.0
models and,4,2,2.0
and to,12,6,2.0
to provide,11,5,2.2
provide algorithmic,2,2,1.0
algorithmic recourse,4,2,2.0
recourse for,2,2,1.0
for temraz,2,2,1.0
augmentation trying,2,2,1.0
trying to,7,4,1.75
mitigate automated,2,2,1.0
automated decisions,4,2,2.0
decisions for,2,2,1.0
see the,7,3,2.3333333333333335
the classic,4,3,1.3333333333333333
classic counterfactual,2,2,1.0
counterfactual is,1,1,1.0
one that,4,4,1.0
that is,32,6,5.333333333333333
is given,4,4,1.0
given when,2,2,1.0
when an,2,2,1.0
an automated,2,2,1.0
automated system,2,2,1.0
system refuses,2,2,1.0
refuses a,2,2,1.0
a person,2,2,1.0
person on,2,2,1.0
on a,29,6,4.833333333333333
a loan,10,2,5.0
loan application,2,2,1.0
application when,2,2,1.0
the asks,2,2,1.0
asks why,2,2,1.0
why the,7,3,2.3333333333333335
the system,4,2,2.0
system might,2,2,1.0
might counterfactually,2,2,1.0
counterfactually explain,2,2,1.0
explain that,2,2,1.0
that if,8,4,2.0
if you,2,2,1.0
you a,1,1,1.0
loan for,2,2,1.0
for less,2,2,1.0
less over,2,2,1.0
over a,5,5,1.0
a shorter,2,2,1.0
shorter term,2,2,1.0
term then,2,2,1.0
then you,2,2,1.0
you would,2,2,1.0
would have,4,2,2.0
been granted,2,2,1.0
granted the,2,2,1.0
the loan,9,2,4.5
loan that,4,2,2.0
counterfactual explanation,2,2,1.0
explanation tells,2,2,1.0
tells users,2,2,1.0
users about,2,2,1.0
which outcome,1,1,1.0
outcome would,3,2,1.5
would change,2,2,1.0
closest world,2,2,1.0
their world,2,2,1.0
would be,18,5,3.6
be what,2,2,1.0
what they,2,2,1.0
they desire,2,2,1.0
desire counterfactuals,2,2,1.0
counterfactuals have,2,2,1.0
been researched,3,3,1.0
researched for,2,2,1.0
some time,2,2,1.0
time in,5,4,1.25
in ai,5,3,1.6666666666666667
ai under,2,2,1.0
under diverse,2,2,1.0
diverse names,1,1,1.0
names for,1,1,1.0
for in,3,2,1.5
the past,2,2,1.0
past they,2,2,1.0
been called,2,2,1.0
called nearest,2,2,1.0
nearest unlike,2,2,1.0
unlike neighbours,2,2,1.0
neighbours nuns,2,2,1.0
nuns or,2,2,1.0
or inverse,2,2,1.0
inverse classifications,2,2,1.0
classifications recently,2,2,1.0
recently they,2,2,1.0
emerged as,2,2,1.0
a hot,4,3,1.3333333333333333
hot topic,4,3,1.3333333333333333
topic in,3,3,1.0
xai because,1,1,1.0
because they,6,3,2.0
they appear,2,2,1.0
appear to,2,2,1.0
have psychological,2,2,1.0
psychological benefits,2,2,1.0
benefits people,2,2,1.0
people naturally,2,2,1.0
naturally understand,2,2,1.0
understand them,2,2,1.0
them and,2,2,1.0
and legal,2,2,1.0
legal benefits,2,2,1.0
benefits they,2,2,1.0
they are,30,5,6.0
are said,2,2,1.0
said to,4,3,1.3333333333333333
be gdpr,2,2,1.0
gdpr compliant,2,2,1.0
compliant optimization,2,2,1.0
optimization techniques,2,2,1.0
techniques are,5,3,1.6666666666666667
are currently,2,2,1.0
currently the,3,3,1.0
for computing,3,3,1.0
computing counterfactuals,2,2,1.0
counterfactuals given,2,2,1.0
given a,8,5,1.6
a test,5,3,1.6666666666666667
test instance,6,2,3.0
instance one,2,2,1.0
one encoding,2,2,1.0
encoding the,2,2,1.0
loan refusal,2,2,1.0
refusal these,2,2,1.0
these optimization,4,2,2.0
optimization methods,3,2,1.5
methods search,2,2,1.0
search a,2,2,1.0
a sometimes,2,2,1.0
sometimes randomly,1,1,1.0
randomly generated,2,2,1.0
generated space,2,2,1.0
space of,2,2,1.0
of perturbations,2,2,1.0
perturbations of,2,2,1.0
the query,4,2,2.0
query synthetic,2,2,1.0
instances under,2,2,1.0
under a,2,2,1.0
a loss,3,3,1.0
loss function,2,2,1.0
function that,2,2,1.0
that balances,1,1,1.0
balances proximity,1,1,1.0
proximity to,4,2,2.0
the against,2,2,1.0
against proximity,2,2,1.0
boundary for,2,2,1.0
that counters,2,2,1.0
counters that,2,2,1.0
query using,2,2,1.0
a scaled,2,2,1.0
scaled wachter,2,2,1.0
wachter et,6,2,3.0
et s,4,2,2.0
s seminal,2,2,1.0
seminal method,2,2,1.0
method uses,2,2,1.0
uses gradient,2,2,1.0
gradient descent,2,2,1.0
descent to,2,2,1.0
to find,13,4,3.25
find the,6,3,2.0
the best,25,5,5.0
best counterfactual,2,2,1.0
counterfactual instance,11,2,5.5
a query,3,3,1.0
query though,2,2,1.0
though later,2,2,1.0
later models,2,2,1.0
models have,2,2,1.0
used other,2,2,1.0
other techniques,2,2,1.0
techniques genetic,2,2,1.0
genetic algorithms,3,3,1.0
algorithms mothilal,2,2,1.0
mothilal et,6,2,3.0
al proposed,6,3,2.0
proposed the,4,2,2.0
the diverse,2,2,1.0
diverse counterfactual,6,2,3.0
counterfactual explanations,15,2,7.5
explanations dice,2,2,1.0
dice method,4,2,2.0
method as,5,3,1.6666666666666667
as an,6,5,1.2
an extension,3,3,1.0
extension to,3,3,1.0
generate a,11,3,3.6666666666666665
a set,17,5,3.4
of counterfactual,7,2,3.5
counterfactual candidates,2,2,1.0
candidates avoiding,2,2,1.0
avoiding the,2,2,1.0
problem of,16,6,2.6666666666666665
of generating,3,3,1.0
generating sets,2,2,1.0
sets of,10,4,2.5
of candidates,2,2,1.0
candidates that,2,2,1.0
that were,3,3,1.0
were trivial,2,2,1.0
trivial variants,2,2,1.0
variants on,2,2,1.0
on one,3,3,1.0
one another,5,3,1.6666666666666667
another the,2,2,1.0
the main,15,4,3.75
main problem,2,2,1.0
problem with,6,4,1.5
with these,5,3,1.6666666666666667
methods is,1,1,1.0
that given,2,2,1.0
given their,2,2,1.0
their blind,2,2,1.0
blind perturbation,2,2,1.0
perturbation of,2,2,1.0
of they,2,2,1.0
they sometimes,2,2,1.0
sometimes generate,2,2,1.0
generate invalid,2,2,1.0
invalid keane,2,2,1.0
points this,2,2,1.0
this defect,2,2,1.0
defect has,2,2,1.0
has potentially,2,2,1.0
potentially serious,2,2,1.0
serious for,2,2,1.0
for their,2,2,1.0
their use,4,2,2.0
problem as,4,4,1.0
as it,8,4,2.0
it suggests,2,2,1.0
suggests that,6,2,3.0
that they,12,4,3.0
they might,2,2,1.0
might populate,2,2,1.0
